WJSpecID,Scientific,ScientificGenus,English,help1,help2,EnglishGenus,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder
3400,Macropygia amboinensis,Macropygia,Brown Cuckoo-dove,6,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3401,Macropygia magna,Macropygia,Dusky Cuckoo-dove,6,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3402,Macropygia phasianella,Macropygia,Brown Cuckoo-Dove,6,#VALUE!,Cuckoo-Dove,,IOC27,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3403,Macropygia ruficeps,Macropygia,Little Cuckoo-dove,7,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3404,Macropygia nigrirostris,Macropygia,Black-billed Cuckoo-dove,13,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3405,Macropygia mackinlayi,Macropygia,Mackinlay's Cuckoo-dove,12,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3406,Reinwardtoena reinwardtsi,Reinwardtoena,Great Cuckoo-dove,6,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3407,Reinwardtoena browni,Reinwardtoena,Pied Cuckoo-dove,5,#VALUE!,Cuckoo-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3408,Reinwardtoena crassirostris,Reinwardtoena,Crested Cuckoo-dove,8,#VALUE!,Cuckoo-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3409,Turacoena manadensis,Turacoena,White-faced Cuckoo-dove,12,#VALUE!,Cuckoo-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3410,Turacoena modesta,Turacoena,Slaty Cuckoo-dove,6,#VALUE!,Cuckoo-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3411,Turtur abyssinicus,Turtur,Black-billed Wood-dove,13,#VALUE!,Wood-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3412,Turtur chalcospilos,Turtur,Emerald-spotted Wood-dove,16,#VALUE!,Wood-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3413,Turtur afer,Turtur,Blue-spotted Wood-dove,13,#VALUE!,Wood-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3414,Turtur tympanistria,Turtur,Tambourine Dove,11,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3415,Turtur brehmeri,Turtur,Blue-headed Wood-dove,12,#VALUE!,Wood-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3416,Oena capensis,Oena,Namaqua Dove,8,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3417,Chalcophaps indica,Chalcophaps,Emerald Dove,8,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3420,Chalcophaps stephani,Chalcophaps,Stephan's Dove,10,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3421,Henicophaps albifrons,Henicophaps,New Guinea Bronzewing,4,11,Bronzewing,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3422,Henicophaps foersteri,Henicophaps,New Britain Bronzewing,4,12,Bronzewing,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3423,Phaps chalcoptera,Phaps,Common Bronzewing,7,#VALUE!,Bronzewing,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3424,Phaps elegans,Phaps,Brush Bronzewing,6,#VALUE!,Bronzewing,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3425,Phaps histrionica,Phaps,Flock Bronzewing,6,#VALUE!,Bronzewing,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3426,Ocyphaps lophotes,Ocyphaps,Crested Pigeon,8,#VALUE!,Pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3427,Geophaps plumifera,Geophaps,Spinifex Pigeon,9,#VALUE!,Pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3428,Geophaps smithii,Geophaps,Partridge Pigeon,10,#VALUE!,Pigeon,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3429,Geophaps scripta,Geophaps,Squatter Pigeon,9,#VALUE!,Pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3430,Petrophassa albipennis,Petrophassa,White-quilled Rock-pigeon,14,#VALUE!,Rock-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3431,Petrophassa rufipennis,Petrophassa,Chestnut-quilled Rock-pigeon,17,#VALUE!,Rock-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3432,Geopelia cuneata,Geopelia,Diamond Dove,8,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3433,Geopelia striata,Geopelia,Zebra Dove,6,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3434,Geopelia maugeus,Geopelia,Barred Dove,7,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3435,Geopelia placida,Geopelia,Peaceful Dove,9,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3436,Geopelia humeralis,Geopelia,Bar-shouldered Dove,15,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3437,Leucosarcia melanoleuca,Leucosarcia,Wonga Pigeon,6,#VALUE!,Pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3439,Zenaida macroura,Zenaida,Mourning Dove,9,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3440,Zenaida graysoni,Zenaida,Socorro Dove,8,#VALUE!,Dove,EW,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3441,Zenaida auriculata,Zenaida,Eared Dove,6,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3442,Zenaida aurita,Zenaida,Zenaida Dove,8,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3443,Zenaida asiatica,Zenaida,White-winged Dove,13,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3445,Zenaida meloda,Zenaida,West Peruvian Dove,5,14,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3446,Zenaida galapagoensis,Zenaida,Galapagos Dove,10,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3447,Columbina inca,Columbina,Inca Dove,5,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3448,Columbina squammata,Columbina,Scaled Dove,7,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3449,Columbina passerina,Columbina,Common Ground-dove,7,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3450,Columbina minuta,Columbina,Plain-breasted Ground-dove,15,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3451,Columbina talpacoti,Columbina,Ruddy Ground-dove,6,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3452,Columbina buckleyi,Columbina,Ecuadorian Ground-dove,11,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3453,Columbina picui,Columbina,Picui Ground-dove,6,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3454,Columbina cruziana,Columbina,Croaking Ground-dove,9,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3455,Columbina cyanopis,Columbina,Blue-eyed Ground-dove,10,#VALUE!,Ground-dove,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3456,Claravis pretiosa,Claravis,Blue Ground-dove,5,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3457,Claravis mondetoura,Claravis,Maroon-chested Ground-dove,15,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3458,Claravis godefrida,Claravis,Purple-winged Ground-dove,14,#VALUE!,Ground-dove,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3459,Metriopelia ceciliae,Metriopelia,Bare-faced Ground-dove,11,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3460,Metriopelia morenoi,Metriopelia,Bare-eyed Ground-dove,10,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3461,Metriopelia melanoptera,Metriopelia,Black-winged Ground-dove,13,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3462,Metriopelia aymara,Metriopelia,Golden-spotted Ground-dove,15,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3463,Uropelia campestris,Uropelia,Long-tailed Ground-dove,12,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3464,Leptotila verreauxi,Leptotila,White-tipped Dove,13,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3467,Leptotila megalura,Leptotila,White-faced Dove,12,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3468,Leptotila plumbeiceps,Leptotila,Grey-headed Dove,12,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3469,Leptotila battyi,Leptotila,Brown-backed Dove,13,#VALUE!,Dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3470,Leptotila wellsi,Leptotila,Grenada Dove,8,#VALUE!,Dove,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3471,Leptotila rufaxilla,Leptotila,Grey-fronted Dove,13,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3472,Leptotila jamaicensis,Leptotila,Caribbean Dove,10,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3473,Leptotila pallida,Leptotila,Pallid Dove,7,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3474,Leptotila cassini,Leptotila,Grey-chested Dove,13,#VALUE!,Dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3475,Leptotila ochraceiventris,Leptotila,Ochre-bellied Dove,14,#VALUE!,Dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3476,Leptotila conoveri,Leptotila,Tolima Dove,7,#VALUE!,Dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3477,Geotrygon lawrencii,Geotrygon,Purplish-backed Quail-dove,16,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3478,Geotrygon carrikeri,Geotrygon,Tuxtla Quail-dove,7,#VALUE!,Quail-dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3479,Geotrygon costaricensis,Geotrygon,Buff-fronted Quail-dove,13,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3480,Geotrygon saphirina,Geotrygon,Sapphire Quail-dove,9,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3483,Geotrygon caniceps,Geotrygon,Grey-headed Quail-dove,12,#VALUE!,Quail-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3484,Geotrygon versicolor,Geotrygon,Crested Quail-dove,8,#VALUE!,Quail-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3485,Geotrygon veraguensis,Geotrygon,Olive-backed Quail-dove,13,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3486,Geotrygon albifacies,Geotrygon,White-faced Quail-dove,12,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3487,Geotrygon chiriquensis,Geotrygon,Rufous-breasted Quail-dove,16,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3488,Geotrygon goldmani,Geotrygon,Russet-crowned Quail-dove,15,#VALUE!,Quail-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3489,Geotrygon linearis,Geotrygon,Lined Quail-dove,6,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3490,Geotrygon frenata,Geotrygon,White-throated Quail-dove,15,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3491,Geotrygon chrysia,Geotrygon,Key West Quail-dove,4,9,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3492,Geotrygon mystacea,Geotrygon,Bridled Quail-dove,8,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3493,Geotrygon violacea,Geotrygon,Violaceous Quail-dove,11,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3494,Geotrygon montana,Geotrygon,Ruddy Quail-dove,6,#VALUE!,Quail-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3495,Starnoenas cyanocephala,Starnoenas,Blue-headed Quail-dove,12,#VALUE!,Quail-dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3496,Caloenas nicobarica,Caloenas,Nicobar Pigeon,8,#VALUE!,Pigeon,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3497,Gallicolumba luzonica,Gallicolumba,Luzon Bleeding-heart,6,#VALUE!,Bleeding-heart,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3498,Gallicolumba platenae,Gallicolumba,Mindoro Bleeding-heart,8,#VALUE!,Bleeding-heart,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3499,Gallicolumba keayi,Gallicolumba,Negros Bleeding-heart,7,#VALUE!,Bleeding-heart,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3500,Gallicolumba crinigera,Gallicolumba,Mindanao Bleeding-heart,9,#VALUE!,Bleeding-heart,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3501,Gallicolumba menagei,Gallicolumba,Sulu Bleeding-heart,5,#VALUE!,Bleeding-heart,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3502,Gallicolumba rufigula,Gallicolumba,Cinnamon Ground-dove,9,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3503,Gallicolumba tristigmata,Gallicolumba,Sulawesi Ground-dove,9,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3504,Gallicolumba jobiensis,Gallicolumba,White-bibbed Ground-dove,13,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3505,Gallicolumba kubaryi,Gallicolumba,Caroline Islands Ground-dove,9,17,Ground-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3506,Gallicolumba erythroptera,Gallicolumba,Polynesian Ground-dove,11,#VALUE!,Ground-dove,CR,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3508,Gallicolumba xanthonura,Gallicolumba,White-throated Ground-dove,15,#VALUE!,Ground-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3509,Gallicolumba stairi,Gallicolumba,Shy Ground-dove,4,#VALUE!,Ground-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3510,Gallicolumba sanctaecrucis,Gallicolumba,Santa Cruz Ground-dove,6,11,Ground-dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3513,Gallicolumba rubescens,Gallicolumba,Marquesan Ground-dove,10,#VALUE!,Ground-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3514,Gallicolumba beccarii,Gallicolumba,Bronze Ground-dove,7,#VALUE!,Ground-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3515,Gallicolumba canifrons,Gallicolumba,Palau Ground-dove,6,#VALUE!,Ground-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3516,Gallicolumba hoedtii,Gallicolumba,Wetar Ground-dove,6,#VALUE!,Ground-dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3517,Trugon terrestris,Trugon,Thick-billed Ground-pigeon,13,#VALUE!,Ground-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3519,Otidiphaps nobilis,Otidiphaps,Pheasant Pigeon,9,#VALUE!,Pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3520,Phapitreron leucotis,Phapitreron,White-eared Brown-dove,12,#VALUE!,Brown-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3521,Phapitreron amethystinus,Phapitreron,Amethyst Brown-dove,9,#VALUE!,Brown-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3522,Phapitreron cinereiceps,Phapitreron,Tawitawi Brown-dove,9,#VALUE!,Brown-dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3523,Treron fulvicollis,Treron,Cinnamon-headed Green-pigeon,16,#VALUE!,Green-pigeon,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3524,Treron olax,Treron,Little Green-pigeon,7,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3525,Treron vernans,Treron,Pink-necked Green-pigeon,12,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3526,Treron bicinctus,Treron,Orange-breasted Green-pigeon,16,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3527,Treron pompadora,Treron,Pompadour Green-pigeon,10,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3532,Treron curvirostra,Treron,Thick-billed Green-pigeon,13,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3533,Treron griseicauda,Treron,Grey-cheeked Green-pigeon,13,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3534,Treron floris,Treron,Flores Green-pigeon,7,#VALUE!,Green-pigeon,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3535,Treron teysmannii,Treron,Sumba Green-pigeon,6,#VALUE!,Green-pigeon,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3536,Treron psittaceus,Treron,Timor Green-pigeon,6,#VALUE!,Green-pigeon,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3537,Treron capellei,Treron,Large Green-pigeon,6,#VALUE!,Green-pigeon,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3538,Treron phoenicopterus,Treron,Yellow-footed Green-pigeon,14,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3539,Treron waalia,Treron,Bruce's Green-pigeon,8,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3540,Treron calvus,Treron,African Green-pigeon,8,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3542,Treron sanctithomae,Treron,Sao Tome Green-pigeon,4,9,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3543,Treron pembaensis,Treron,Pemba Green-pigeon,6,#VALUE!,Green-pigeon,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3544,Treron australis,Treron,Madagascar Green-pigeon,11,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3546,Treron apicauda,Treron,Pin-tailed Green-pigeon,11,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3547,Treron oxyurus,Treron,Sumatran Green-pigeon,9,#VALUE!,Green-pigeon,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3548,Treron seimundi,Treron,Yellow-vented Green-pigeon,14,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3549,Treron sphenurus,Treron,Wedge-tailed Green-pigeon,13,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3550,Treron sieboldii,Treron,White-bellied Green-pigeon,14,#VALUE!,Green-pigeon,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3551,Treron formosae,Treron,Whistling Green-pigeon,10,#VALUE!,Green-pigeon,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3552,Ptilinopus porphyreus,Ptilinopus,Pink-headed Fruit-dove,12,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3553,Ptilinopus cinctus,Ptilinopus,Banded Fruit-dove,7,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3554,Ptilinopus dohertyi,Ptilinopus,Red-naped Fruit-dove,10,#VALUE!,Fruit-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3556,Ptilinopus marchei,Ptilinopus,Flame-breasted Fruit-dove,15,#VALUE!,Fruit-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3557,Ptilinopus merrilli,Ptilinopus,Cream-bellied Fruit-dove,14,#VALUE!,Fruit-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3558,Ptilinopus occipitalis,Ptilinopus,Yellow-breasted Fruit-dove,16,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3559,Ptilinopus fischeri,Ptilinopus,Red-eared Fruit-dove,10,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3560,Ptilinopus jambu,Ptilinopus,Jambu Fruit-dove,6,#VALUE!,Fruit-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3561,Ptilinopus leclancheri,Ptilinopus,Black-chinned Fruit-dove,14,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3562,Ptilinopus subgularis,Ptilinopus,Maroon-chinned Fruit-dove,15,#VALUE!,Fruit-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3563,Ptilinopus bernsteinii,Ptilinopus,Scarlet-breasted Fruit-dove,17,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3564,Ptilinopus magnificus,Ptilinopus,Wompoo Fruit-dove,7,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3565,Ptilinopus perlatus,Ptilinopus,Pink-spotted Fruit-dove,13,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3566,Ptilinopus ornatus,Ptilinopus,Ornate Fruit-dove,7,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3567,Ptilinopus tannensis,Ptilinopus,Tanna Fruit-dove,6,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3568,Ptilinopus aurantiifrons,Ptilinopus,Orange-fronted Fruit-dove,15,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3569,Ptilinopus wallacii,Ptilinopus,Wallace's Fruit-dove,10,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3570,Ptilinopus superbus,Ptilinopus,Superb Fruit-dove,7,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3571,Ptilinopus perousii,Ptilinopus,Many-coloured Fruit-dove,14,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3572,Ptilinopus monacha,Ptilinopus,Blue-capped Fruit-dove,12,#VALUE!,Fruit-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3573,Ptilinopus coronulatus,Ptilinopus,Coroneted Fruit-dove,10,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3574,Ptilinopus pulchellus,Ptilinopus,Beautiful Fruit-dove,10,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3575,Ptilinopus regina,Ptilinopus,Rose-crowned Fruit-dove,13,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3576,Ptilinopus roseicapilla,Ptilinopus,Mariana Fruit-dove,8,#VALUE!,Fruit-dove,EN,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3577,Ptilinopus greyii,Ptilinopus,Red-bellied Fruit-dove,12,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3578,Ptilinopus richardsii,Ptilinopus,Silver-capped Fruit-dove,14,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3579,Ptilinopus porphyraceus,Ptilinopus,Purple-capped Fruit-dove,14,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3580,Ptilinopus pelewensis,Ptilinopus,Palau Fruit-dove,6,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3581,Ptilinopus rarotongensis,Ptilinopus,Cook Islands Fruit-dove,5,13,Fruit-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3582,Ptilinopus huttoni,Ptilinopus,Rapa Fruit-dove,5,#VALUE!,Fruit-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3583,Ptilinopus purpuratus,Ptilinopus,Grey-green Fruit-dove,11,#VALUE!,Fruit-dove,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3584,Ptilinopus coralensis,Ptilinopus,Atoll Fruit-dove,6,#VALUE!,Fruit-dove,NT,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
3585,Ptilinopus chalcurus,Ptilinopus,Makatea Fruit-dove,8,#VALUE!,Fruit-dove,VU,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES
